"ID","NeighborID","Counter","Ticks"
"17","29",14832,5924
"17","29",14833,5924
"17","7",14834,5924
"17","7",14835,5925
"17","14",14836,5925
"17","14",14837,5926
"17","9",14838,5926
"17","9",14839,5926
"17","9",14840,5927
"17","9",14841,5927
"17","41",14842,5928
"17","9",14843,5928
"17","9",14844,5928
"17","9",14845,5929
"17","10",14846,5929
"17","36",14847,5930
"17","36",14848,5930
"17","24",14849,5930
"17","32",14850,5931
"17","32",14851,5931
"17","32",14852,5932
"17","32",14853,5932
"17","32",14854,5932
"17","20",14855,5933
"17","20",14856,5933
"17","20",14857,5934
"17","20",14858,5934
"17","23",14859,5935
"17","11",14860,5935
"17","11",14861,5935
"17","255",14862,5936
"17","255",14863,5936
"17","26",14864,5937
"17","26",14865,5937
"17","26",14866,5937
"17","26",14867,5938
"17","26",14868,5938
"17","26",14869,5939
"17","33",14870,5939
"17","33",14871,5939
"17","33",14872,5940
"17","42",14873,5940
"17","45",14874,5941
"17","45",14875,5941
"17","45",14876,5942
"17","45",14877,5942
"17","7",14878,5942
"17","7",14879,5943
"17","14",14880,5943
"17","14",14881,5944
"17","14",14882,5944
"17","14",14883,5944
"17","9",14884,5945
"17","9",14885,5945
"17","9",14886,5946
"17","41",14887,5946
"17","35",14888,5946
"17","25",14889,5947
"17","25",14890,5947
"17","25",14891,5948
"17","10",14892,5948
"17","10",14893,5948
"17","10",14894,5949
"17","22",14895,5949
"17","24",14896,5950
"17","24",14897,5950
"17","34",14898,5950
"17","34",14899,5951
"17","34",14900,5951
"17","34",14901,5952
"17","20",14902,5952
"17","255",14903,5952
"17","11",14904,5953
"17","11",14905,5953
"17","26",14906,5954
"17","26",14907,5954
"17","23",14908,5954
"17","23",14909,5955
"17","23",14910,5955
"17","33",14911,5956
"17","33",14912,5956
"17","33",14913,5956
"17","18",14914,5957
"17","18",14915,5957
"17","18",14916,5958
"17","18",14917,5958
"17","18",14918,5959
"17","42",14919,5959
"17","7",14920,5959
"17","12",14921,5960
"17","12",14922,5960
"17","12",14923,5961
"17","12",14924,5961
"17","12",14925,5961
"17","12",14926,5962
"17","14",14927,5962
"17","29",14928,5963
"17","29",14929,5963
"17","29",14930,5963
"17","9",14931,5964
"17","41",14932,5964
"17","36",14933,5965
"17","35",14934,5965
"17","35",14935,5965
"17","32",14936,5966
"17","32",14937,5966
"17","32",14938,5967
"17","32",14939,5967
"17","22",14940,5968
"17","10",14941,5968
"17","24",14942,5968
"17","9",14943,5969
"17","255",14944,5969
"17","255",14945,5970
"17","11",14946,5970
"17","11",14947,5970
"17","20",14948,5971
"17","34",14949,5971
"17","26",14950,5972
"17","26",14951,5972
"17","26",14952,5972
"17","33",14953,5973
"17","33",14954,5973
"17","33",14955,5974
"17","33",14956,5974
"17","33",14957,5974
"17","33",14958,5975
"17","33",14959,5975
"17","12",14960,5976
"17","12",14961,5976
"17","12",14962,5976
"17","12",14963,5977
"17","7",14964,5977
"17","7",14965,5978
"17","6",14966,5978
"17","6",14967,5979
"17","6",14968,5979
"17","6",14969,5979
"17","6",14970,5980
"17","6",14971,5980
"17","6",14972,5981
"17","6",14973,5981
"17","14",14974,5981
"17","9",14975,5982
"17","9",14976,5982
"17","41",14977,5983
