"Ticks","Cycles","Counter"
5755,38,6548
5755,38,6549
5755,38,6550
5755,38,6551
5756,38,6552
5756,38,6553
5756,38,6554
5757,38,6555
5757,38,6556
5757,38,6557
5758,38,6558
5758,38,6559
5758,38,6560
5758,38,6561
5759,38,6562
5759,38,6563
5759,38,6564
5760,38,6565
5760,38,6566
5760,38,6567
5761,38,6568
5761,38,6569
5761,38,6570
5761,38,6571
5762,38,6572
5762,38,6573
5762,38,6574
5763,38,6575
5763,38,6576
5763,38,6577
5764,38,6578
5764,38,6579
5764,38,6580
5764,38,6581
5765,38,6582
5765,38,6583
5765,38,6584
5766,38,6585
5766,38,6586
5766,38,6587
5767,38,6588
5767,38,6589
5767,38,6590
5768,38,6591
5768,38,6592
5768,38,6593
5768,38,6594
5769,38,6595
5769,38,6596
5769,38,6597
5770,38,6598
5770,38,6599
5770,38,6600
5771,38,6601
5771,38,6602
5771,38,6603
5771,38,6604
5772,38,6605
5772,38,6606
5772,38,6607
5773,38,6608
5773,38,6609
5773,38,6610
5774,38,6611
5774,38,6612
5774,38,6613
5775,38,6614
5775,38,6615
5775,38,6616
5775,38,6617
5776,38,6618
5776,38,6619
5776,38,6620
5777,38,6621
5777,38,6622
5777,38,6623
5778,38,6624
5778,38,6625
5778,38,6626
5778,38,6627
5779,38,6628
5779,38,6629
5779,38,6630
5780,38,6631
5780,38,6632
5780,38,6633
5781,38,6634
5781,38,6635
5781,38,6636
5782,38,6637
5782,38,6638
5782,38,6639
5782,38,6640
5783,38,6641
5783,38,6642
5783,38,6643
5784,38,6644
5784,38,6645
5784,38,6646
5785,38,6647
5785,38,6648
5785,38,6649
5785,38,6650
5786,38,6651
5786,38,6652
5786,38,6653
5787,38,6654
5787,38,6655
5787,38,6656
5788,38,6657
5788,38,6658
5788,38,6659
5788,38,6660
5789,38,6661
5789,38,6662
5789,38,6663
5790,38,6664
5790,38,6665
5790,38,6666
5791,38,6667
5791,38,6668
5791,38,6669
5792,38,6670
5792,38,6671
5792,38,6672
5793,38,6673
5793,38,6674
5793,38,6675
5793,38,6676
5794,38,6677
5794,38,6678
5794,38,6679
5795,38,6680
5795,38,6681
5795,38,6682
5796,38,6683
5796,38,6684
5796,38,6685
5796,38,6686
5797,38,6687
5797,38,6688
5797,38,6689
5798,38,6690
5798,38,6691
5798,38,6692
5799,38,6693
5799,38,6694
5799,38,6695
5799,38,6696
5800,38,6697
5800,38,6698
5800,38,6699
5801,38,6700
5801,38,6701
5801,38,6702
5802,38,6703
5802,38,6704
5802,38,6705
5802,38,6706
5803,38,6707
5803,39,6708
5803,39,6709
5804,39,6710
5804,39,6711
5804,39,6712
5805,39,6713
5805,39,6714
5805,39,6715
5805,39,6716
5806,39,6717
5806,39,6718
5806,39,6719
5807,39,6720
5807,39,6721
5807,39,6722
5808,39,6723
5808,39,6724
5808,39,6725
5808,39,6726
5809,39,6727
5809,39,6728
5810,39,6729
5810,39,6730
5810,39,6731
5810,39,6732
5811,39,6733
5811,39,6734
5811,39,6735
5812,39,6736
5812,39,6737
5812,39,6738
5813,39,6739
5813,39,6740
5813,39,6741
5813,39,6742
5814,39,6743
5814,39,6744
5814,39,6745
5815,39,6746
5815,39,6747
5815,39,6748
5816,39,6749
5816,39,6750
5816,39,6751
5816,39,6752
5817,39,6753
5817,39,6754
5817,39,6755
5818,39,6756
5818,39,6757
5818,39,6758
5819,39,6759
5819,39,6760
5819,39,6761
5819,39,6762
5820,39,6763
5820,39,6764
5820,39,6765
5821,39,6766
5821,39,6767
5821,39,6768
5822,39,6769
5822,39,6770
5822,39,6771
5823,39,6772
5823,39,6773
5823,39,6774
5823,39,6775
5824,39,6776
5824,39,6777
5824,39,6778
5825,39,6779
5825,39,6780
5825,39,6781
5826,39,6782
5826,39,6783
5826,39,6784
5826,39,6785
5827,39,6786
5827,39,6787
5827,39,6788
5828,39,6789
5828,39,6790
5828,39,6791
5829,39,6792
5829,39,6793
5829,39,6794
5829,39,6795
5830,39,6796
5830,39,6797
5830,39,6798
5831,39,6799
5831,39,6800
5831,39,6801
5832,39,6802
5832,39,6803
5832,39,6804
5833,39,6805
5833,39,6806
5833,39,6807
5833,39,6808
5834,39,6809
5834,39,6810
5834,39,6811
5835,39,6812
5835,39,6813
5835,39,6814
5836,39,6815
5836,39,6816
5836,39,6817
5837,39,6818
5837,39,6819
5837,39,6820
5837,39,6821
5838,39,6822
5838,39,6823
5838,39,6824
5839,39,6825
5839,39,6826
5839,39,6827
5840,39,6828
5840,39,6829
5840,39,6830
5840,39,6831
5841,39,6832
5841,39,6833
5841,39,6834
5842,39,6835
5842,39,6836
5842,39,6837
5843,39,6838
5843,39,6839
5843,39,6840
5843,39,6841
5844,39,6842
5844,39,6843
5844,39,6844
5845,39,6845
5845,39,6846
5845,39,6847
5846,39,6848
5846,39,6849
5846,39,6850
5846,39,6851
5847,39,6852
5847,39,6853
5847,39,6854
5848,39,6855
5848,39,6856
5848,39,6857
5849,39,6858
5849,39,6859
5849,39,6860
5849,39,6861
5850,39,6862
5850,39,6863
5851,39,6864
5851,39,6865
5851,39,6866
5851,39,6867
5852,39,6868
5852,39,6869
5852,39,6870
5853,39,6871
5853,39,6872
5853,39,6873
5854,39,6874
5854,39,6875
5854,39,6876
5854,39,6877
5855,39,6878
5855,39,6879
5855,40,6880
5856,40,6881
5856,40,6882
5856,40,6883
5857,40,6884
5857,40,6885
5857,40,6886
5857,40,6887
5858,40,6888
5858,40,6889
5858,40,6890
5859,40,6891
5859,40,6892
5859,40,6893
5860,40,6894
5860,40,6895
5860,40,6896
5860,40,6897
5861,40,6898
5861,40,6899
5861,40,6900
5862,40,6901
5862,40,6902
5862,40,6903
5863,40,6904
5863,40,6905
5863,40,6906
5863,40,6907
5864,40,6908
5864,40,6909
5864,40,6910
5865,40,6911
5865,40,6912
5865,40,6913
5866,40,6914
5866,40,6915
5866,40,6916
5867,40,6917
5867,40,6918
5867,40,6919
5867,40,6920
5868,40,6921
5868,40,6922
5868,40,6923
5869,40,6924
5869,40,6925
5869,40,6926
5870,40,6927
5870,40,6928
5870,40,6929
5871,40,6930
5871,40,6931
5871,40,6932
5871,40,6933
5872,40,6934
5872,40,6935
5872,40,6936
5873,40,6937
5873,40,6938
5873,40,6939
5874,40,6940
5874,40,6941
5874,40,6942
5874,40,6943
5875,40,6944
5875,40,6945
5875,40,6946
5876,40,6947
5876,40,6948
5876,40,6949
5877,40,6950
5877,40,6951
5877,40,6952
5878,40,6953
5878,40,6954
5878,40,6955
5878,40,6956
5879,40,6957
5879,40,6958
5879,40,6959
5880,40,6960
5880,40,6961
5880,40,6962
5881,40,6963
5881,40,6964
5881,40,6965
5881,40,6966
5882,40,6967
5882,40,6968
5882,40,6969
5883,40,6970
5883,40,6971
5883,40,6972
5884,40,6973
5884,40,6974
5884,40,6975
5884,40,6976
5885,40,6977
5885,40,6978
5885,40,6979
5886,40,6980
5886,40,6981
5886,40,6982
5887,40,6983
5887,40,6984
5887,40,6985
5888,40,6986
5888,40,6987
5888,40,6988
5888,40,6989
5889,40,6990
5889,40,6991
5889,40,6992
5890,40,6993
5890,40,6994
5890,40,6995
5891,40,6996
5891,40,6997
5891,40,6998
5892,40,6999
5892,40,7000
5892,40,7001
5892,40,7002
5893,40,7003
5893,40,7004
5893,40,7005
5894,40,7006
5894,40,7007
5894,40,7008
5895,40,7009
5895,40,7010
5895,40,7011
5895,40,7012
5896,40,7013
5896,40,7014
5896,40,7015
5897,40,7016
5897,40,7017
5897,40,7018
5898,40,7019
5898,40,7020
5898,40,7021
5898,40,7022
5899,40,7023
5899,40,7024
5899,40,7025
5900,40,7026
5900,40,7027
5900,40,7028
5901,40,7029
5901,40,7030
5901,40,7031
5901,40,7032
5902,40,7033
5902,40,7034
5902,40,7035
5903,40,7036
5903,40,7037
5903,40,7038
5904,40,7039
5904,40,7040
5904,40,7041
5905,40,7042
5905,40,7043
5905,40,7044
5906,40,7045
5906,40,7046
5906,40,7047
5906,40,7048
5907,40,7049
5907,40,7050
5907,40,7051
5908,41,7052
5908,41,7053
5908,41,7054
5909,41,7055
5909,41,7056
5909,41,7057
5909,41,7058
5910,41,7059
5910,41,7060
5910,41,7061
5911,41,7062
5911,41,7063
5911,41,7064
5912,41,7065
5912,41,7066
5912,41,7067
5912,41,7068
5913,41,7069
5913,41,7070
5913,41,7071
5914,41,7072
5914,41,7073
5914,41,7074
5915,41,7075
5915,41,7076
5915,41,7077
5915,41,7078
5916,41,7079
5916,41,7080
5916,41,7081
5917,41,7082
5917,41,7083
5917,41,7084
5918,41,7085
5918,41,7086
5918,41,7087
5918,41,7088
5919,41,7089
5919,41,7090
5919,41,7091
5920,41,7092
5920,41,7093
5920,41,7094
5921,41,7095
5921,41,7096
5921,41,7097
5922,41,7098
5922,41,7099
5922,41,7100
5923,41,7101
5923,41,7102
5923,41,7103
5923,41,7104
5924,41,7105
5924,41,7106
5924,41,7107
5925,41,7108
5925,41,7109
5925,41,7110
5926,41,7111
5926,41,7112
5926,41,7113
5926,41,7114
5927,41,7115
5927,41,7116
5927,41,7117
5928,41,7118
5928,41,7119
5928,41,7120
5929,41,7121
5929,41,7122
5929,41,7123
5929,41,7124
5930,41,7125
5930,41,7126
5930,41,7127
5931,41,7128
5931,41,7129
5931,41,7130
5932,41,7131
5932,41,7132
5932,41,7133
5932,41,7134
5933,41,7135
5933,41,7136
5933,41,7137
5934,41,7138
5934,41,7139
5934,41,7140
5935,41,7141
5935,41,7142
5935,41,7143
5935,41,7144
5936,41,7145
5936,41,7146
5936,41,7147
5937,41,7148
5937,41,7149
5937,41,7150
5938,41,7151
5938,41,7152
5938,41,7153
5939,41,7154
5939,41,7155
5939,41,7156
5940,41,7157
5940,41,7158
5940,41,7159
5940,41,7160
5941,41,7161
5941,41,7162
5941,41,7163
5942,41,7164
5942,41,7165
5942,41,7166
5943,41,7167
5943,41,7168
5943,41,7169
5943,41,7170
5944,41,7171
5944,41,7172
5944,41,7173
5945,41,7174
5945,41,7175
5945,41,7176
5946,41,7177
5946,41,7178
5946,41,7179
5946,41,7180
5947,41,7181
5947,41,7182
5947,41,7183
5948,41,7184
5948,41,7185
5948,41,7186
5949,41,7187
5949,41,7188
5949,41,7189
5949,41,7190
5950,41,7191
5950,41,7192
5950,41,7193
5951,41,7194
5951,41,7195
5951,41,7196
5952,41,7197
5952,41,7198
5952,41,7199
5953,41,7200
5953,41,7201
5953,41,7202
5953,41,7203
5954,41,7204
5954,41,7205
5954,41,7206
5955,41,7207
5955,41,7208
5955,41,7209
5956,41,7210
5956,41,7211
5956,41,7212
5957,41,7213
5957,41,7214
5957,41,7215
5957,41,7216
5958,41,7217
5958,41,7218
5958,41,7219
5959,41,7220
5959,41,7221
5959,41,7222
5960,41,7223
5960,42,7224
5960,42,7225
5960,42,7226
5961,42,7227
5961,42,7228
5961,42,7229
5962,42,7230
5962,42,7231
5962,42,7232
5963,42,7233
5963,42,7234
5963,42,7235
5963,42,7236
5964,42,7237
5964,42,7238
5964,42,7239
5965,42,7240
5965,42,7241
5965,42,7242
5966,42,7243
5966,42,7244
5966,42,7245
5967,42,7246
5967,42,7247
5967,42,7248
5967,42,7249
5968,42,7250
5968,42,7251
5968,42,7252
5969,42,7253
5969,42,7254
5969,42,7255
5970,42,7256
5970,42,7257
5970,42,7258
5970,42,7259
5971,42,7260
5971,42,7261
5971,42,7262
5972,42,7263
5972,42,7264
5972,42,7265
5973,42,7266
5973,42,7267
5973,42,7268
5973,42,7269
5974,42,7270
5974,42,7271
5974,42,7272
5975,42,7273
5975,42,7274
5975,42,7275
5976,42,7276
5976,42,7277
5976,42,7278
5977,42,7279
5977,42,7280
5977,42,7281
5977,42,7282
5978,42,7283
5978,42,7284
5978,42,7285
5979,42,7286
5979,42,7287
5979,42,7288
5980,42,7289
5980,42,7290
5980,42,7291
5981,42,7292
5981,42,7293
5981,42,7294
5981,42,7295
5982,42,7296
5982,42,7297
5982,42,7298
5983,42,7299
5983,42,7300
5983,42,7301
5984,42,7302
5984,42,7303
5984,42,7304
5984,42,7305
5985,42,7306
5985,42,7307
5985,42,7308
5986,42,7309
5986,42,7310
5986,42,7311
5987,42,7312
5987,42,7313
5987,42,7314
5987,42,7315
5988,42,7316
5988,42,7317
5988,42,7318
5989,42,7319
5989,42,7320
5989,42,7321
5990,42,7322
5990,42,7323
5990,42,7324
5990,42,7325
5991,42,7326
5991,42,7327
5991,42,7328
5992,42,7329
5992,42,7330
5992,42,7331
5993,42,7332
5993,42,7333
5993,42,7334
5993,42,7335
5994,42,7336
5994,42,7337
5995,42,7338
5995,42,7339
5995,42,7340
5995,42,7341
5996,42,7342
5996,42,7343
5996,42,7344
5997,42,7345
5997,42,7346
5997,42,7347
5998,42,7348
5998,42,7349
5998,42,7350
5998,42,7351
5999,42,7352
5999,42,7353
5999,42,7354
6000,42,7355
6000,42,7356
6000,42,7357
6001,42,7358
6001,42,7359
6001,42,7360
6001,42,7361
6002,42,7362
6002,42,7363
6002,42,7364
6003,42,7365
6003,42,7366
6003,42,7367
6004,42,7368
6004,42,7369
6004,42,7370
6004,42,7371
6005,42,7372
6005,42,7373
6005,42,7374
6006,42,7375
6006,42,7376
6006,42,7377
6007,42,7378
6007,42,7379
6007,42,7380
6007,42,7381
6008,42,7382
6008,42,7383
6008,42,7384
6009,42,7385
6009,42,7386
6009,42,7387
6010,42,7388
6010,42,7389
6010,42,7390
6011,42,7391
6011,42,7392
6011,42,7393
6011,42,7394
6012,42,7395
6012,43,7396
6012,43,7397
6013,43,7398
6013,43,7399
6013,43,7400
6014,43,7401
6014,43,7402
6014,43,7403
6015,43,7404
6015,43,7405
6015,43,7406
6015,43,7407
6016,43,7408
6016,43,7409
6016,43,7410
6017,43,7411
6017,43,7412
6017,43,7413
6018,43,7414
6018,43,7415
6018,43,7416
6018,43,7417
6019,43,7418
6019,43,7419
6019,43,7420
6020,43,7421
6020,43,7422
6020,43,7423
6021,43,7424
6021,43,7425
6021,43,7426
6022,43,7427
6022,43,7428
6022,43,7429
6022,43,7430
6023,43,7431
6023,43,7432
6023,43,7433
6024,43,7434
6024,43,7435
6024,43,7436
6025,43,7437
6025,43,7438
6025,43,7439
6025,43,7440
6026,43,7441
6026,43,7442
6026,43,7443
6027,43,7444
6027,43,7445
6027,43,7446
6028,43,7447
6028,43,7448
6028,43,7449
6028,43,7450
6029,43,7451
6029,43,7452
6029,43,7453
6030,43,7454
6030,43,7455
6030,43,7456
6031,43,7457
6031,43,7458
6031,43,7459
6032,43,7460
6032,43,7461
6032,43,7462
6032,43,7463
6033,43,7464
6033,43,7465
6033,43,7466
6034,43,7467
6034,43,7468
6034,43,7469
6035,43,7470
6035,43,7471
6035,43,7472
6036,43,7473
6036,43,7474
6036,43,7475
6036,43,7476
6037,43,7477
6037,43,7478
6037,43,7479
6038,43,7480
6038,43,7481
6038,43,7482
6039,43,7483
6039,43,7484
6039,43,7485
6039,43,7486
6040,43,7487
6040,43,7488
6040,43,7489
6041,43,7490
6041,43,7491
6041,43,7492
6042,43,7493
6042,43,7494
6042,43,7495
6042,43,7496
6043,43,7497
6043,43,7498
6043,43,7499
6044,43,7500
6044,43,7501
6044,43,7502
6045,43,7503
6045,43,7504
6045,43,7505
6045,43,7506
6046,43,7507
6046,43,7508
6046,43,7509
6047,43,7510
6047,43,7511
6047,43,7512
6048,43,7513
6048,43,7514
6048,43,7515
6049,43,7516
6049,43,7517
6049,43,7518
6050,43,7519
6050,43,7520
6050,43,7521
6050,43,7522
6051,43,7523
6051,43,7524
6051,43,7525
6052,43,7526
6052,43,7527
6052,43,7528
6053,43,7529
6053,43,7530
6053,43,7531
6053,43,7532
6054,43,7533
6054,43,7534
6054,43,7535
6055,43,7536
6055,43,7537
6055,43,7538
6056,43,7539
6056,43,7540
6056,43,7541
6056,43,7542
6057,43,7543
6057,43,7544
6057,43,7545
6058,43,7546
6058,43,7547
6058,43,7548
6059,43,7549
6059,43,7550
6059,43,7551
6059,43,7552
6060,43,7553
6060,43,7554
6060,43,7555
6061,43,7556
6061,43,7557
6061,43,7558
6062,43,7559
6062,43,7560
6062,43,7561
6062,43,7562
6063,43,7563
6063,43,7564
6063,43,7565
6064,43,7566
6064,43,7567
6064,44,7568
6065,44,7569
6065,44,7570
6065,44,7571
6066,44,7572
6066,44,7573
6066,44,7574
6066,44,7575
6067,44,7576
6067,44,7577
6067,44,7578
6068,44,7579
6068,44,7580
6068,44,7581
6069,44,7582
6069,44,7583
6069,44,7584
6070,44,7585
6070,44,7586
6070,44,7587
6070,44,7588
6071,44,7589
6071,44,7590
6071,44,7591
6072,44,7592
6072,44,7593
6072,44,7594
6073,44,7595
6073,44,7596
6073,44,7597
6073,44,7598
6074,44,7599
6074,44,7600
6074,44,7601
6075,44,7602
6075,44,7603
6075,44,7604
6076,44,7605
6076,44,7606
6076,44,7607
6077,44,7608
6077,44,7609
6077,44,7610
6077,44,7611
6078,44,7612
6078,44,7613
6078,44,7614
6079,44,7615
6079,44,7616
6079,44,7617
6080,44,7618
6080,44,7619
6080,44,7620
6080,44,7621
6081,44,7622
6081,44,7623
6081,44,7624
6082,44,7625
6082,44,7626
6082,44,7627
6083,44,7628
6083,44,7629
6083,44,7630
6083,44,7631
6084,44,7632
6084,44,7633
6084,44,7634
6085,44,7635
6085,44,7636
6085,44,7637
6086,44,7638
6086,44,7639
6086,44,7640
6087,44,7641
6087,44,7642
6087,44,7643
6087,44,7644
6088,44,7645
6088,44,7646
6088,44,7647
6089,44,7648
6089,44,7649
6089,44,7650
6090,44,7651
6090,44,7652
6090,44,7653
6091,44,7654
6091,44,7655
6091,44,7656
6091,44,7657
6092,44,7658
6092,44,7659
6092,44,7660
6093,44,7661
6093,44,7662
6093,44,7663
6094,44,7664
6094,44,7665
6094,44,7666
6094,44,7667
6095,44,7668
6095,44,7669
6095,44,7670
6096,44,7671
6096,44,7672
6096,44,7673
6097,44,7674
6097,44,7675
6097,44,7676
6097,44,7677
6098,44,7678
6098,44,7679
6098,44,7680
6099,44,7681
6099,44,7682
6099,44,7683
6100,44,7684
6100,44,7685
6100,44,7686
6100,44,7687
6101,44,7688
6101,44,7689
6101,44,7690
6102,44,7691
6102,44,7692
6102,44,7693
6103,44,7694
6103,44,7695
6103,44,7696
6104,44,7697
6104,44,7698
6104,44,7699
6105,44,7700
6105,44,7701
6105,44,7702
6105,44,7703
6106,44,7704
6106,44,7705
6106,44,7706
6107,44,7707
6107,44,7708
6107,44,7709
6108,44,7710
6108,44,7711
6108,44,7712
6108,44,7713
6109,44,7714
6109,44,7715
6109,44,7716
6110,44,7717
6110,44,7718
6110,44,7719
6111,44,7720
6111,44,7721
6111,44,7722
6111,44,7723
6112,44,7724
6112,44,7725
6112,44,7726
6113,44,7727
6113,44,7728
6113,44,7729
6114,44,7730
6114,44,7731
6114,44,7732
6114,44,7733
6115,44,7734
6115,44,7735
6115,44,7736
6116,44,7737
6116,44,7738
6116,44,7739
6117,45,7740
6117,45,7741
6117,45,7742
6117,45,7743
6118,45,7744
6118,45,7745
6118,45,7746
6119,45,7747
6119,45,7748
6119,45,7749
6120,45,7750
6120,45,7751
6120,45,7752
6120,45,7753
6121,45,7754
6121,45,7755
6121,45,7756
6122,45,7757
6122,45,7758
6122,45,7759
6123,45,7760
6123,45,7761
6123,45,7762
6124,45,7763
6124,45,7764
6124,45,7765
6125,45,7766
6125,45,7767
6125,45,7768
6125,45,7769
6126,45,7770
6126,45,7771
6126,45,7772
6127,45,7773
6127,45,7774
6127,45,7775
6128,45,7776
6128,45,7777
6128,45,7778
6128,45,7779
6129,45,7780
6129,45,7781
6129,45,7782
6130,45,7783
6130,45,7784
6130,45,7785
6131,45,7786
6131,45,7787
6131,45,7788
6131,45,7789
6132,45,7790
6132,45,7791
6132,45,7792
6133,45,7793
6133,45,7794
6133,45,7795
6134,45,7796
6134,45,7797
6134,45,7798
6134,45,7799
6135,45,7800
6135,45,7801
6135,45,7802
6136,45,7803
6136,45,7804
6136,45,7805
6137,45,7806
6137,45,7807
6137,45,7808
6138,45,7809
6138,45,7810
6138,45,7811
6138,45,7812
6139,45,7813
6139,45,7814
6139,45,7815
6140,45,7816
6140,45,7817
6140,45,7818
6141,45,7819
6141,45,7820
6141,45,7821
6142,45,7822
6142,45,7823
6142,45,7824
6142,45,7825
6143,45,7826
6143,45,7827
6143,45,7828
6144,45,7829
6144,45,7830
6144,45,7831
6145,45,7832
6145,45,7833
6145,45,7834
6145,45,7835
6146,45,7836
6146,45,7837
6146,45,7838
6147,45,7839
6147,45,7840
6147,45,7841
6148,45,7842
6148,45,7843
6148,45,7844
6149,45,7845
6149,45,7846
6149,45,7847
6149,45,7848
6150,45,7849
6150,45,7850
6150,45,7851
6151,45,7852
6151,45,7853
6151,45,7854
6152,45,7855
6152,45,7856
6152,45,7857
6152,45,7858
6153,45,7859
6153,45,7860
6153,45,7861
6154,45,7862
6154,45,7863
6154,45,7864
6155,45,7865
6155,45,7866
6155,45,7867
6155,45,7868
6156,45,7869
6156,45,7870
6156,45,7871
6157,45,7872
6157,45,7873
6157,45,7874
6158,45,7875
6158,45,7876
6158,45,7877
6159,45,7878
6159,45,7879
6159,45,7880
6159,45,7881
6160,45,7882
6160,45,7883
6160,45,7884
6161,45,7885
6161,45,7886
6161,45,7887
6162,45,7888
6162,45,7889
6162,45,7890
6163,45,7891
6163,45,7892
6163,45,7893
6163,45,7894
6164,45,7895
6164,45,7896
6164,45,7897
6165,45,7898
6165,45,7899
6165,45,7900
6166,45,7901
6166,45,7902
6166,45,7903
6166,45,7904
6167,45,7905
6167,45,7906
6167,45,7907
6168,45,7908
6168,45,7909
6168,45,7910
6169,45,7911
6169,46,7912
6169,46,7913
6169,46,7914
6170,46,7915
6170,46,7916
6170,46,7917
6171,46,7918
6171,46,7919
6171,46,7920
6172,46,7921
6172,46,7922
6172,46,7923
6172,46,7924
6173,46,7925
6173,46,7926
6173,46,7927
6174,46,7928
6174,46,7929
6174,46,7930
6175,46,7931
6175,46,7932
6175,46,7933
6175,46,7934
6176,46,7935
6176,46,7936
6176,46,7937
6177,46,7938
6177,46,7939
6177,46,7940
6178,46,7941
6178,46,7942
6178,46,7943
6179,46,7944
6179,46,7945
6179,46,7946
6180,46,7947
6180,46,7948
6180,46,7949
6180,46,7950
6181,46,7951
6181,46,7952
6181,46,7953
6182,46,7954
6182,46,7955
6182,46,7956
6183,46,7957
6183,46,7958
6183,46,7959
6183,46,7960
6184,46,7961
6184,46,7962
6184,46,7963
6185,46,7964
6185,46,7965
6185,46,7966
6186,46,7967
6186,46,7968
6186,46,7969
6186,46,7970
6187,46,7971
6187,46,7972
6187,46,7973
6188,46,7974
6188,46,7975
6188,46,7976
6189,46,7977
6189,46,7978
6189,46,7979
6189,46,7980
6190,46,7981
6190,46,7982
6190,46,7983
6191,46,7984
6191,46,7985
6191,46,7986
6192,46,7987
6192,46,7988
6192,46,7989
6192,46,7990
6193,46,7991
6193,46,7992
6193,46,7993
6194,46,7994
6194,46,7995
6194,46,7996
6195,46,7997
6195,46,7998
6195,46,7999
6196,46,8000
6196,46,8001
6196,46,8002
6197,46,8003
6197,46,8004
6197,46,8005
6197,46,8006
6198,46,8007
6198,46,8008
6198,46,8009
6199,46,8010
6199,46,8011
6199,46,8012
6200,46,8013
6200,46,8014
6200,46,8015
6200,46,8016
6201,46,8017
6201,46,8018
6201,46,8019
6202,46,8020
6202,46,8021
6202,46,8022
6203,46,8023
6203,46,8024
6203,46,8025
6203,46,8026
6204,46,8027
6204,46,8028
6204,46,8029
6205,46,8030
6205,46,8031
6205,46,8032
6206,46,8033
6206,46,8034
6206,46,8035
6206,46,8036
6207,46,8037
6207,46,8038
6207,46,8039
6208,46,8040
6208,46,8041
6208,46,8042
6209,46,8043
6209,46,8044
6209,46,8045
6210,46,8046
6210,46,8047
6210,46,8048
6210,46,8049
6211,46,8050
6211,46,8051
6211,46,8052
6212,46,8053
6212,46,8054
6212,46,8055
6213,46,8056
6213,46,8057
6213,46,8058
6214,46,8059
6214,46,8060
6214,46,8061
6214,46,8062
6215,46,8063
6215,46,8064
6215,46,8065
6216,46,8066
6216,46,8067
6216,46,8068
6217,46,8069
6217,46,8070
6217,46,8071
6217,46,8072
6218,46,8073
6218,46,8074
6218,46,8075
6219,46,8076
6219,46,8077
6219,46,8078
6220,46,8079
6220,46,8080
6220,46,8081
6220,46,8082
6221,46,8083
6221,47,8084
6221,47,8085
6222,47,8086
6222,47,8087
6222,47,8088
6223,47,8089
6223,47,8090
6223,47,8091
6224,47,8092
6224,47,8093
6224,47,8094
6224,47,8095
6225,47,8096
6225,47,8097
6225,47,8098
6226,47,8099
6226,47,8100
6226,47,8101
6227,47,8102
6227,47,8103
6227,47,8104
6227,47,8105
6228,47,8106
6228,47,8107
6228,47,8108
6229,47,8109
6229,47,8110
6229,47,8111
6230,47,8112
6230,47,8113
6230,47,8114
6230,47,8115
6231,47,8116
6231,47,8117
6231,47,8118
6232,47,8119
6232,47,8120
6232,47,8121
6233,47,8122
6233,47,8123
6233,47,8124
6234,47,8125
6234,47,8126
6234,47,8127
6234,47,8128
6235,47,8129
6235,47,8130
6235,47,8131
6236,47,8132
6236,47,8133
6236,47,8134
6237,47,8135
6237,47,8136
6237,47,8137
6238,47,8138
6238,47,8139
6238,47,8140
6238,47,8141
6239,47,8142
6239,47,8143
6239,47,8144
6240,47,8145
6240,47,8146
6240,47,8147
6241,47,8148
6241,47,8149
6241,47,8150
6241,47,8151
6242,47,8152
6242,47,8153
6242,47,8154
6243,47,8155
6243,47,8156
6243,47,8157
6244,47,8158
6244,47,8159
6244,47,8160
6244,47,8161
6245,47,8162
6245,47,8163
6245,47,8164
6246,47,8165
6246,47,8166
6246,47,8167
6247,47,8168
6247,47,8169
6247,47,8170
6247,47,8171
6248,47,8172
6248,47,8173
6248,47,8174
6249,47,8175
6249,47,8176
6249,47,8177
6250,47,8178
6250,47,8179
6250,47,8180
6250,47,8181
6251,47,8182
6251,47,8183
6252,47,8184
6252,47,8185
6252,47,8186
6252,47,8187
6253,47,8188
6253,47,8189
6253,47,8190
6254,47,8191
6254,47,8192
6254,47,8193
6255,47,8194
6255,47,8195
6255,47,8196
6255,47,8197
6256,47,8198
6256,47,8199
6256,47,8200
6257,47,8201
6257,47,8202
6257,47,8203
6258,47,8204
6258,47,8205
6258,47,8206
6258,47,8207
6259,47,8208
6259,47,8209
6259,47,8210
6260,47,8211
6260,47,8212
6260,47,8213
6261,47,8214
6261,47,8215
6261,47,8216
6261,47,8217
6262,47,8218
6262,47,8219
6262,47,8220
6263,47,8221
6263,47,8222
6263,47,8223
6264,47,8224
6264,47,8225
6264,47,8226
6264,47,8227
6265,47,8228
6265,47,8229
6265,47,8230
6266,47,8231
6266,47,8232
6266,47,8233
6267,47,8234
6267,47,8235
6267,47,8236
6268,47,8237
6268,47,8238
6268,47,8239
6268,47,8240
6269,47,8241
6269,47,8242
6269,47,8243
6270,47,8244
6270,47,8245
6270,47,8246
6271,47,8247
6271,47,8248
6271,47,8249
6272,47,8250
6272,47,8251
6272,47,8252
6272,47,8253
6273,47,8254
6273,47,8255
6273,48,8256
6274,48,8257
6274,48,8258
6274,48,8259
6275,48,8260
6275,48,8261
6275,48,8262
6275,48,8263
6276,48,8264
6276,48,8265
6276,48,8266
6277,48,8267
6277,48,8268
6277,48,8269
6278,48,8270
6278,48,8271
6278,48,8272
6278,48,8273
6279,48,8274
6279,48,8275
6279,48,8276
6280,48,8277
6280,48,8278
6280,48,8279
6281,48,8280
6281,48,8281
6281,48,8282
6282,48,8283
6282,48,8284
6282,48,8285
6282,48,8286
6283,48,8287
6283,48,8288
6283,48,8289
6284,48,8290
6284,48,8291
6284,48,8292
6285,48,8293
6285,48,8294
6285,48,8295
