ID: 37
cycle: 0
bots_seen: 0
BotDistance: 200
ID: 37
cycle: 0
bots_seen: 0
BotDistance: 200
ID: 37
cycle: 0
bots_seen: 0
BotDistance: 200
ID: 37
cycle: 0
bots_seen: 0
BotDistance: 200
ID: 37
cycle: 0
bots_seen: 0
BotDistance: 200
ID: 37
cycle: 0
bots_seen:le: 2
bots_seen: 0
BotDistance: 82
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 82
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 82
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 82
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 78
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 67
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 107
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 73
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 89
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 89
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 97
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 97
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 87
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 74
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 85
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 85
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 85
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 85
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 85
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 81
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 81
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 81
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 81
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 99
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 103
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 103
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 56
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 81
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 74
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 69
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 64
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 64
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 64
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 93
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 100
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 100
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 100
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 100
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 95
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 95
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 95
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 90
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 88
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 92
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 80
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 91
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 91
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 91
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 82
ID: 37
cycle: 2
bots_seen: 0
BotDistance: 80
ID: 37
cycle: 2
